Siruta,Localitate,Alimentara,Textila,Lemnului,ChimicaFarmaceutica,Metalurgica,ConstructiiMasini,CalculatoareElectronica,Mobila,Energetica
2381,Arieseni,0,0,89322,0,0,0,0,0,0
76111,Costache Negri,0,0,0,0,0,0,0,0,0
35152,Tarlisua,0,235,5800,0,0,0,0,0,0
149851,Poiana Stampei,0,0,1.39E+07,0,0,0,0,0,0
166235,Tacuta,0,0,0,0,0,0,0,0,0
18778,Stalpeni,0,0,89516,0,0,0,0,20798,0
51546,Bolvasnita,0,0,0,0,0,0,0,0,0
108892,Oras Salistea De Sus,275500,0,1.55E+07,0,0,0,0,0,209163
26975,Municipiul Salonta,5.00E+07,1.53E+07,1.07E+08,0,0,4.56E+07,0,1.99E+08,1.60E+07
100709,Ciocarlia,0,0,0,0,0,231000,0,0,0
67942,Malu Cu Flori,0,0,0,0,0,0,0,0,0
76139,Cuca,0,0,0,0,0,0,0,0,0
158065,Peciu Nou,1871851,373177,444983,0,0,0,0,0,0
59764,Tureni,4508981,0,0,0,0,68347,0,0,0
51573,Bozovici,410087,0,2.54E+07,0,0,0,0,0,0
108918,Salsig,4913998,0,0,0,0,0,0,1672059,0
117113,Glodeni,161079,0,1.24E+07,0,0,0,0,0,0
84344,Ditrau,0,949604,1.36E+07,0,0,0,0,0,0
76157,Cudalbi,149615,0,0,0,0,0,0,0,0
27007,Oras Vascau,2803525,63769,0,0,0,0,0,0,0
100736,Manasia,245363,135139,0,0,0,0,0,117535,0
133508,Gorgota,5202487,665442,1140889,0,0,0,0,0,0
76175,Draguseni,0,302665,0,0,0,0,0,0,0
108945,Sapanta,0,0,878574,0,0,0,0,0,0
43411,Oras Insuratei,213331,0,5775,0,0,0,0,0,0
100754,Adancata,141185,0,0,0,0,0,0,0,0
92569,Municipiul Calarasi,2.67E+08,1.04E+08,2.61E+08,0,2.81E+08,284525,129462,2513240,972450
141722,Ip,2794844,0,0,0,0,0,0,0,0
10649,Dezna,0,0,39641,0,0,0,0,2462,0
84380,Darjiu,72940,90770,0,0,0,0,0,0,0
158109,Periam,1.74E+07,0,0,0,0,0,0,0,0
108963,Oras Seini,1.40E+07,4501514,2.66E+07,0,0,0,0,64414,0
125347,Municipiul Slatina,7.08E+07,1.35E+08,9147662,1.60E+07,3.42E+09,8.79E+07,0,7609384,188046
174496,Titesti,0,0,0,0,0,0,0,0,0
68002,Manesti,0,179890,0,0,0,0,0,27507,0
174502,Diculesti,24000,0,0,0,0,0,0,0,0
149931,Pojorata,3244826,0,8159310,0,0,0,0,6757,0
166315,Tatarani,0,21269,0,0,0,0,0,0,0
18858,Stoenesti,0,401124,9386468,0,0,0,0,0,0
92587,Modelu,62492,46950,207328,0,0,0,0,176466,0
51626,Brebu,0,6000,0,0,0,0,0,1026990,0
100781,Adunatii-Copaceni,6503396,110279,0,0,0,0,0,22547,553023
174511,Lacusteni,0,0,0,0,0,0,0,0,0
59826,Taga,2395825,0,0,0,0,0,0,0,0
117177,Gornesti,339545,276515,2664766,0,0,0,0,2615710,0
133562,Gornet,1.42E+07,0,0,0,0,0,0,0,0
158136,Pietroasa,0,0,0,0,0,0,0,0,0
174520,Mitrofani,0,0,0,0,0,0,0,0,0
27070,Abram,0,0,1.43E+07,0,0,18462,0,0,0
84415,Frumoasa,204716,323,2461814,0,0,0,0,51143,0
125374,Slatioara,6182840,1015697,242512,1.05E+07,3778713,0,0,0,0
35269,Uriu,605357,0,0,0,0,0,0,0,0
43466,Jirlau,8023945,0,0,0,0,0,0,0,0
109005,Stramtura,0,0,0,0,0,0,0,0,0
10701,Dieci,0,0,0,0,0,0,0,0,0
51662,Brebu Nou,0,0,0,0,0,0,0,0,0
68048,Matasaru,0,0,0,0,0,0,0,0,0
149968,Preutesti,0,0,232827,0,0,0,0,0,0
141786,Letca,0,0,0,0,0,0,0,0,0
76255,Fartanesti,519474,0,0,0,0,0,0,0,0
100834,Afumati,2.37E+08,8.72E+07,366683,26680,0,2.15E+07,372263,0,6113376
43493,Marasu,22024,0,0,0,0,0,0,0,0
158181,Pischia,6042029,0,0,0,0,0,0,0,0
59880,Unguras,201153,0,0,0,0,35450,0,0,0
125418,Oras Bals,2.17E+07,3666649,3850478,1126668,6964017,1.03E+08,0,1488187,-550000
84460,Galautas,0,0,520756,0,0,0,0,0,0
133615,Gornet-Cricov,0,0,0,0,0,0,0,0,0
35312,Urmenis,0,0,0,0,0,0,0,0,0
109041,Suciu De Sus,2268982,0,1920250,0,0,0,0,0,0
51699,Buchin,0,0,4.91E+07,0,0,4.66E+08,0,0,0
92658,Municipiul Slobozia,1.16E+09,4677895,4776065,6.96E+07,0,77245,1048479,1.74E+07,0
100852,Alexeni,0,0,0,0,0,0,0,0,0
18938,Stolnici,289662,0,0,0,0,0,0,0,0
76282,Foltesti,0,0,0,0,0,0,0,0,0
100870,Armasesti,0,0,0,0,0,0,0,0,0
10765,Ususau,0,0,150440,0,0,0,0,0,0
166413,Todiresti,0,0,2295443,0,0,0,0,0,0
2577,Avram Iancu,0,0,1223151,0,0,0,0,0,0
150043,Putna,0,0,4471124,0,0,0,0,0,0
117275,Grebenisu De Campie,0,0,0,0,0,0,0,0,0
76317,Frumusita,17863,0,0,0,0,566560,0,0,0
92701,Municipiul Fetesti,3117992,1.31E+07,2218000,0,0,873884,103178,2328052,322257
27169,Abramut,831952,0,0,0,0,0,0,0,0
68128,Mogosani,0,0,0,0,0,0,0,0,0
125472,Municipiul Caracal,1.32E+08,1.23E+08,229289,0,0,0,0,1480362,5620
158243,Racovita,91946,0,0,0,0,0,0,0,0
59942,Vad,1011256,9526,0,0,0,61436,0,0,0
51751,Bucosnita,0,0,0,0,0,0,0,0,0
109096,Sisesti,0,0,574951,0,0,0,0,0,0
43563,Maxineni,417838,2.06E+07,0,0,0,0,0,0,0
125490,Draghiceni,0,0,0,0,0,0,0,0,0
150070,Radaseni,0,0,0,0,0,0,0,62250,0
100923,Axintele,0,0,0,0,0,0,0,0,0
133688,Gura Vadului,3.37E+07,0,0,0,0,3189333,0,42207,0
141884,Lozna,0,0,0,0,0,0,0,0,0
19007,Suseni,238290,0,35025,0,0,0,0,0,0
76353,Fundeni,345226,0,0,0,0,0,0,0,0
117319,Gurghiu,9213870,186582,1538798,0,0,0,0,2260952,216561
10827,Felnac,0,88517,0,0,0,0,0,1471522,0
27212,Auseu,320897,1543644,151913,0,0,0,0,0,0
84558,Joseni,13932,2098657,3.01E+07,0,0,0,1241722,0,0
68182,Moroeni,1252445,0,0,0,0,0,0,8000,0
133722,Iordacheanu,0,0,12700,0,0,0,0,15000,0
51804,Carasova,0,0,500261,0,0,61943,0,0,0
92765,Oras Tandarei,8.84E+07,0,0,1756,156155,0,0,0,0
150114,Rasca,0,0,1.48E+07,0,0,0,0,521882,0
35429,Zagra,360748,0,0,0,0,0,0,0,0
125542,Oras Corabia,478363,5353705,0,2000,0,0,0,170421,0
100969,Balotesti,1.32E+07,1.95E+07,2007190,0,0,0,0,7.10E+07,0
158314,Oras Recas,1.18E+08,587339,62222,343500,0,0,1.14E+07,100359,0
43625,Mircea Voda,11568,0,0,0,0,0,0,6026,0
92783,Albesti,72974,0,0,0,0,0,0,0,0
84594,Lazarea,0,0,5605582,0,518487,0,0,11695,0
76406,Ghidigeni,0,0,11160,0,0,0,0,0,0
10872,Ghioroc,4343620,1301321,179089,0,0,7202187,0,0,0
141946,Marca,0,0,0,0,0,0,0,0,0
109176,Oras Somcuta Mare,6149518,901479,1.16E+07,0,0,111749,0,0,0
60026,Valea Ierii,0,0,31810,0,0,0,0,0,0
51840,Carbunari,0,0,0,0,0,0,0,0,0
166529,Tutova,37540,0,0,0,0,0,0,0,0
43652,Movila Miresii,1272525,3132866,0,0,0,0,0,0,0
101001,Baneasa,0,0,0,0,0,0,0,0,35288
84629,Lueta,464807,0,6139613,0,0,0,0,0,0
27285,Avram Iancu,674163,756298,0,0,0,0,0,0,0
125588,Garcov,0,0,30104,0,0,0,0,0,0
174744,Municipiul Focsani,1.09E+08,5.65E+08,4.64E+07,429480,0,454246,1959926,2868584,4.83E+07
68253,Morteni,0,0,0,0,0,0,0,0,0
60062,Viisoara,306183,137336,800,0,0,2421632,0,0,0
150178,Sadova,418362,0,2.02E+07,0,0,0,0,0,0
133795,Izvoarele,448806,0,1.17E+07,3310978,0,0,0,0,0
10916,Graniceri,0,0,0,0,0,0,0,0,0
51877,Constantin Daicoviciu,1.23E+07,0,0,0,0,0,0,0,0
92836,Oras Amara,5454778,2649039,0,0,0,0,0,0,0
19114,Stefan Cel Mare,1.27E+07,0,2125393,0,0,0,0,0,0
84656,Lunca De Jos,9393162,0,1.72E+07,0,0,0,0,0,0
43698,Racovita,0,0,0,0,0,0,0,0,0
117426,Hodac,78075,0,1.16E+07,0,0,0,0,0,0
142006,Maeriste,0,0,161508,0,0,282588,0,0,0
150196,Satu Mare,227657,0,2480681,0,0,0,0,0,0
125622,Oras Draganesti-Olt,307063,2400,0,0,0,0,0,0,0
68280,Nucet,0,0,2321643,0,0,0,0,925981,0
158396,Remetea Mare,1.61E+07,1.06E+07,146297,103672,0,1.26E+08,0,134218,0
174780,Campineanca,462199,0,4560,0,0,247347,0,7550,0
10943,Gurahont,8790006,581414,6688,0,0,0,0,76625,0
27329,Balc,0,0,0,0,0,0,0,0,0
101056,Barcanesti,0,0,0,0,0,0,0,0,0
60099,Vultureni,0,0,0,12725,0,0,0,21140,0
19141,Suici,198991,0,195000,0,0,0,0,0,0
92872,Andrasesti,0,0,0,0,0,0,0,0,0
150221,Siminicea,0,0,0,0,0,0,0,0,0
76497,Gohor,2668251,0,0,0,0,0,0,0,0
109265,Oras Ulmeni,2466057,5198634,0,0,0,0,0,107356,21655
43732,Ramnicelu,0,0,156489,0,0,0,0,0,0
101083,Belciugatele,0,0,219415,5242,0,3.02E+07,0,0,0
125659,Babiciu,0,0,0,0,0,0,0,0,0
68324,Ocnita,0,0,0,0,0,0,0,0,0
133866,Jugureni,0,0,0,0,0,0,0,0,60000
92907,Balaciu,0,0,0,0,0,0,0,0,0
174824,Golesti,167380,2884661,5044059,0,0,95911,0,337370,0
51948,Ciclova Romana,0,0,1534814,0,0,0,0,0,0
125677,Baldovinesti,0,3583000,0,255355,0,0,0,0,0
166636,Valeni,1.39E+08,0,0,0,0,0,0,0,0
150258,Slatina,0,0,2.50E+07,0,0,0,0,0,0
158449,Sacosu Turcesc,1093251,856839,881245,27923,0,0,0,0,0
27383,Batar,125019,0,0,0,0,0,19209,0,0
68342,Odobesti,0,0,0,0,0,0,0,0,0
142079,Mesesenii De Jos,6928452,2736,169064,0,0,0,0,0,0
117505,Hodosa,17596,0,0,0,0,0,0,0,0
60169,Negreni,0,0,2000,0,0,0,0,0,0
43787,Romanu,357976,0,0,0,0,0,0,0,0
19212,Teiu,7640,0,0,0,0,0,0,0,0
174860,Municipiul Adjud,1.58E+07,9582268,2.02E+08,0,0,0,0,6240800,203312
76558,Grivita,0,0,0,0,0,0,0,0,0
51984,Ciuchici,0,0,0,0,0,0,0,0,0
166672,Vetrisoaia,284328,0,0,0,0,0,0,0,0
84754,Lunca De Sus,4509125,0,9156306,0,0,0,0,0,0
150294,Straja,0,0,1874719,0,0,0,0,0,0
101145,Berceni,1216,938930,167398,0,5230765,695036,0,0,0
133919,Lapos,0,0,0,0,0,0,0,0,0
92961,Borcea,428502,0,173393,916333,0,0,0,0,0
43812,Rosiori,246701,0,0,0,0,0,0,0,0
150310,Stroiesti,0,0,1000,0,0,0,0,0,0
76585,Independenta,1812,0,0,0,0,0,0,0,0
142122,Mirsid,0,338770,0,0,0,0,0,0,0
101163,Bolintin-Deal,932547,0,0,357141,0,0,0,322580,0
109354,Valea Chioarului,0,0,136469,64975,0,0,0,0,0
27436,Biharia,9161659,1569808,5671881,0,0,0,166936,0,0
117550,Ibanesti,2.33E+07,0,1.70E+07,0,0,0,0,120321,0
19249,Tigveni,2.30E+07,0,300,0,0,0,0,0,0
166707,Viisoara,0,0,0,0,0,0,0,0,0
11058,Halmagiu,242173,0,38693,0,0,0,0,0,0
68404,Pietrosita,36004,0,289796,0,0,0,0,0,0
76601,Ivesti,5915,28523,0,0,0,0,0,0,0
92989,Bordusani,0,0,123431,0,0,0,0,0,0
125757,Barasti,0,0,0,0,0,0,0,0,0
158528,Satchinez,1.06E+08,0,43265,0,0,0,0,0,0
52035,Ciudanovita,0,0,0,0,0,0,0,0,0
101190,Oras Bolintin-Vale,1.61E+07,0,835723,0,0,0,0,573207,0
174922,Oras Marasesti,420661,1.34E+07,4798329,309075,0,0,0,5498578,60000
68431,Poiana,0,0,0,0,0,0,0,0,0
133964,Lipanesti,271909,3833012,806137,0,0,0,0,8992,0
150356,Stulpicani,0,0,1.66E+07,0,0,0,0,0,0
84825,Lupeni,5.94E+07,161045,1602654,5580863,0,3.79E+07,0,437691,0
43867,Salcia Tudor,1500,0,0,0,0,0,0,0,0
93021,Bucu,2.02E+07,0,526202,0,0,0,0,0,0
52062,Copacele,0,0,0,0,0,0,0,0,0
76638,Jorasti,0,0,0,0,0,0,0,0,0
2915,Oras Baia De Aries,303368,1.06E+07,545977,0,0,0,0,0,0
142177,Napradea,0,0,29438,0,0,0,0,40251,0
158564,Sacalaz,9774251,387111,2922402,0,0,5816250,0,469421,820634
109425,Vima Mica,170790,0,0,0,0,0,0,0,0
166770,Vinderei,86400,0,0,0,0,0,0,0,0
27506,Boianu Mare,0,0,0,0,0,0,0,0,0
68468,Potlogi,84645,0,0,500,0,0,0,0,0
101243,Brazii,0,0,0,0,0,0,0,0,0
134014,Magurele,433997,1667366,5733403,0,0,0,0,0,0
76674,Liesti,2.56E+07,1052299,0,0,0,0,0,4486880,0
19338,Titesti,0,0,893814,0,0,3.99E+08,0,173501,0
93067,Oras Cazanesti,0,0,0,0,0,0,0,478856,0
150418,Sucevita,393626,0,3.71E+07,0,0,0,0,218740,0
158608,Secas,0,0,0,0,0,0,0,0,0
35731,Municipiul Botosani,2.20E+08,8.11E+08,1.44E+07,1284129,1099600,1.70E+07,1.82E+08,3.89E+07,4.37E+07
52115,Cornea,1996093,0,508233,0,0,0,0,0,0
76692,Matca,68239,0,0,0,0,0,0,0,0
125846,Barza,0,0,0,0,0,0,0,0,0
43929,Scortaru Nou,0,0,0,0,0,0,0,0,0
93085,Ciocanesti,0,0,0,0,0,0,0,709819,0
142239,Nusfalau,360501,0,1562133,581452,0,0,1.40E+08,585346,0
134050,Magureni,6.31E+07,1173342,69592,4059633,0,0,0,0,0
117667,Iclanzel,1199883,0,0,0,0,0,0,0,0
11174,Halmagel,0,0,0,0,0,0,0,0,0
27560,Borod,0,166867,250780,0,0,0,0,3924354,0
175019,Oras Odobesti,8.10E+07,731174,1.03E+07,0,0,0,1979855,1.07E+07,0
2988,Berghin,0,0,8580,0,0,0,0,0,0
93101,Ciochina,0,0,0,0,0,0,0,1062836,0
35759,Curtesti,1230360,0,259027,0,0,0,0,0,0
76718,Mastacani,0,0,0,0,0,0,0,0,0
150445,Saru Dornei,987908,0,3.89E+07,0,0,0,0,414256,0
68529,Produlesti,0,0,0,0,0,0,0,0,0
125873,Bobicesti,0,0,0,0,0,0,0,0,0
101298,Branesti,0,1633478,1221586,0,0,4.94E+08,4464886,0,0
84923,Martinis,1610943,0,0,0,0,0,0,0,0
158653,Sanandrei,701881,1.71E+07,244867,0,0,0,783882,1140093,0
19392,Uda,0,0,53312,0,0,0,0,0,0
52160,Cornereva,0,0,0,0,0,0,0,0,0
109504,Viseu De Jos,248151,0,2383738,0,0,0,0,0,0
76745,Movileni,0,0,0,0,0,0,0,0,0
175055,Oras Panciu,3707371,2.74E+07,1.45E+07,442460,0,0,0,0,5240937
142284,Pericei,3934370,586425,2468148,0,0,0,206000,689220,0
134096,Maneciu,953809,0,3351462,0,0,3555855,150677,1.70E+07,0
68565,Pucheni,0,0,0,0,0,0,0,0,0
166869,Voinesti,0,0,0,0,0,0,0,0,0
43992,Silistea,0,0,0,0,0,0,0,0,0
76763,Namoloasa,0,0,0,0,0,0,0,0,0
101341,Brezoaele,0,0,0,0,0,0,0,0,0
3039,Bistra,0,0,1881530,0,0,0,0,0,0
11236,Hasmas,0,0,0,0,0,0,74393,0,0
93156,Ciulnita,1.43E+07,0,0,0,0,0,0,32300,0
158699,Sanmihaiu Roman,2.28E+07,1535202,190523,0,0,2.85E+07,0,2844525,4024
27631,Bors,1.48E+07,1.11E+08,2545106,0,491793,9760960,9.24E+08,248620,0
150524,Todiresti,23566,0,262574,0,0,0,0,0,0
35839,Rachiti,7.26E+07,916966,2.13E+07,0,0,0,0,15845,0
60419,Municipiul Constanta,5.42E+08,1.20E+08,4.29E+07,3.51E+07,1.08E+07,1.80E+08,2.69E+07,2.74E+07,9.05E+08
101378,Bucsani,0,0,0,0,0,0,0,0,0
142337,Plopis,0,0,0,0,0,0,0,0,0
76807,Nicoresti,789543,0,0,0,0,0,0,0,0
125962,Brastavatu,1310,0,0,0,0,0,0,0,0
158733,Sanpetru Mare,0,0,0,0,0,0,0,0,0
68627,Oras Racari,1361320,127716,3184977,4084324,0,0,0,159592,0
175126,Andreiasu De Jos,0,0,1327688,0,0,0,0,0,0
117783,Ideciu De Jos,0,720864,589918,0,0,0,0,50,0
93209,Cocora,0,0,0,0,0,0,0,0,0
44060,Stancuta,672402,0,0,0,0,0,0,0,0
27686,Bratca,877178,32803,0,0,0,0,81743,0,0
60455,Oras Eforie,2403557,2256249,65172,4254836,0,0,0,0,98
142373,Poiana Blenchii,0,0,0,0,0,0,0,0,0
11307,Ignesti,0,0,4274,0,0,0,0,0,0
35884,Stauceni,1236065,36586,0,0,0,0,0,0,0
125999,Brebeni,180137,0,1111050,0,0,0,0,0,0
134194,Manesti,0,0,870782,0,0,0,0,0,0
93236,Cosambesti,947,0,16152,0,0,0,0,0,0
158779,Sag,898903,201149,969088,49061,0,29798,0,50436,0
150588,Udesti,298222,0,0,0,0,0,0,0,0
85056,Meresti,0,0,11802,0,0,0,0,0,0
60482,Municipiul Mangalia,2.07E+07,5680080,298330,90649,0,1.03E+09,0,2019964,1.85E+07
117827,Oras Iernut,4314059,0,42770,14329,0,0,0,0,0
126022,Brancoveni,2412582,626389,0,0,0,0,0,0,0
166985,Vulturesti,0,0,0,0,0,0,0,0,0
44113,Surdila-Gaiseanca,416597,0,0,0,0,0,0,0,0
101458,Oras Budesti,0,0,4.91E+07,0,0,0,0,88334,0
85074,Mihaileni,37638,45894,19993,0,0,0,0,0,0
158804,Stiuca,0,0,1116664,0,0,0,0,0,0
11352,Iratosu,0,0,701957,0,0,24530,0,0,0
142426,Romanasi,0,0,270561,0,0,0,0,21645,0
60507,Oras Navodari,4793821,46437,5123278,2.17E+08,6.42E+07,3966760,0,774267,1.05E+08
93281,Cuza Voda,0,0,0,0,0,0,0,55617,0
175206,Balesti,0,0,0,0,0,0,0,0,0
19560,Ungheni,0,0,0,0,0,0,0,0,0
35946,Oras Darabani,9.21E+07,1345537,0,0,0,0,0,23930,0
44140,Sutesti,69341,0,135095,0,0,0,0,0,0
27757,Brusturi,41363,0,0,0,0,0,0,0,0
68716,Runcu,0,0,0,0,0,0,0,0,0
60534,Oras Techirghiol,566974,78498,104298,0,0,95031,0,207974,0
167035,Vutcani,73199,0,0,0,0,0,0,0,0
175224,Barsesti,177353,0,2560808,0,0,0,0,0,0
126077,Bucinisu,0,595930,0,0,0,0,0,0,0
76932,Oancea,0,0,0,0,0,0,0,0,0
11398,Macea,0,0,167931,0,0,0,0,1017111,0
85127,Mugeni,3159986,0,771588,0,0,0,0,1920683,0
158859,Teremia Mare,499549,0,0,0,0,0,0,0,0
93325,Dichiseni,0,0,0,0,0,0,0,0,0
101519,Bulbucata,0,0,0,0,0,165000,38104,0,0
44177,Tichilesti,0,0,0,0,0,0,0,0,0
126102,Cezieni,157417,0,0,0,0,0,0,0,0
60570,Agigea,2523601,474907,8315083,0,0,0,0,3085614,13306
167071,Zapodeni,18910,0,0,0,0,0,0,0,0
175260,Boghesti,0,0,0,0,0,0,0,0,0
11423,Misca,0,0,0,344300,0,0,0,0,0
142499,Rus,0,0,121915,0,0,0,0,0,0
117925,Livezeni,8261763,4223292,5000,471788,0,3450547,0,131018,1710693
36006,Municipiul Dorohoi,3.91E+07,5.01E+07,1450900,63480,0,195367,0,519111,0
76969,Pechea,1319633,12238,0,0,0,1.14E+07,0,6518880,0
44202,Traian,0,5169,3362070,0,0,0,0,0,0
150702,Ulma,95854,0,0,0,0,0,0,0,0
158895,Tomesti,323642,0,3946684,0,0,0,0,0,0
19631,Valea Danului,0,0,405558,0,0,0,0,1509915,0
68789,Salcioara,173628,0,0,0,0,0,0,0,0
60598,23-Aug,1194696,0,0,0,0,3000867,0,0,0
93370,Dor Marunt,529952,521050,0,0,0,0,0,0,0
101564,Butimanu,0,0,0,0,0,0,0,0,0
134336,Pacureti,69341,0,0,0,0,0,0,0,0
76996,Piscu,33311,0,0,0,0,0,0,1166238,0
126148,Cilieni,0,0,0,0,0,0,0,0,0
27846,Budureasa,4509049,0,1003645,0,0,0,0,0,0
109773,Municipiul Drobeta-Turnu Severin,5.39E+07,1.16E+07,6.11E+07,2.26E+08,350260,5.72E+07,0,2760970,8604797
142550,Salatig,0,0,0,0,0,0,0,0,0
11478,Moneasa,0,0,500783,0,0,0,0,3269682,0
126166,Carlogani,178403,0,0,0,0,0,0,0,0
60632,Limanu,7616,0,0,0,0,2.48E+07,0,309008,0
36060,Oras Saveni,266619,8522841,24500,0,0,0,0,0,0
44257,Tudor Vladimirescu,0,0,406483,0,0,0,0,0,0
77028,Priponesti,0,0,0,448543,0,0,0,0,0
150766,Vadu Moldovei,819052,0,0,0,0,0,0,3058155,0
11502,Olari,0,1363353,428109,0,0,0,0,0,0
19695,Valea Iasului,0,0,4178067,0,0,0,0,267839,0
117998,Lunca,1948377,25975,279822,0,0,0,0,0,0
101617,Buturugeni,0,0,0,0,0,0,0,0,88485
134390,Plopu,614075,0,0,0,0,0,0,86592,0
158966,Topolovatu Mare,0,0,0,0,0,283622,0,0,0
85243,Ocland,0,0,1056843,0,0,0,0,0,0
93441,Dorobantu,0,0,34500,0,0,0,0,0,0
109826,Simian,175178,631205,0,0,0,0,0,32556,0
27908,Buduslau,0,0,0,0,0,0,0,0,0
167179,Zorleni,286340,595527,0,0,0,0,0,0,0
175368,Bolotesti,2585625,0,0,0,0,0,0,0,0
44300,Tufesti,0,0,0,0,0,0,0,0,0
60687,Oras Ovidiu,7365848,15057,24558,8944480,0,1.02E+07,0,491978,27144
11539,Paulis,0,0,3.14E+07,1118394,0,0,0,0,0
126228,Colonesti,0,0,0,0,0,0,0,0,0
68887,Selaru,0,0,0,0,0,0,0,0,0
142612,Sag,0,0,12650,0,0,0,0,0,0
77082,Rediu,1.28E+07,0,0,0,0,0,0,0,0
27935,Bulz,906103,0,283877,0,0,0,0,145675,0
101662,Calugareni,1005236,0,103986,498995,0,0,0,0,0
36131,Albesti,0,0,0,0,0,0,0,0,0
44328,Ulmu,504094,0,0,0,0,0,0,0,0
85289,Plaiesii De Jos,0,0,32745,0,0,0,0,0,0
134443,Podenii Noi,0,1625,0,0,0,0,0,0,0
118058,Lunca Bradului,0,0,6868362,0,0,0,0,0,0
93487,Dragalina,240478,0,0,0,0,0,0,375304,0
60721,Tuzla,160144,0,7747,0,0,831605,0,0,0
167222,Ibanesti,0,0,0,0,0,0,0,0,0
68921,Tatarani,0,112954,5156181,0,0,0,0,135853,0
159035,Tormac,2216529,0,295349,0,0,0,0,0,0
167231,Fruntiseni,0,0,0,0,0,0,0,0,0
11584,Oras Pecica,1.46E+07,3.41E+07,1133808,0,0,2623785,0,2120335,0
27971,Buntesti,4744786,0,4858253,0,0,0,0,0,0
44355,Unirea,0,0,0,0,0,0,0,0,0
3397,Blandiana,0,0,60375,0,0,0,0,0,0
77126,Scanteiesti,0,0,0,0,0,0,0,0,0
167240,Rafaila,0,0,0,0,0,0,0,0,0
175439,Bordesti,10825,245806,0,0,0,0,0,0,0
118094,Magherani,0,0,209355,0,0,0,0,0,0
19793,Vedea,0,1040,0,0,0,0,0,109882,0
142676,Sanmihaiu Almasului,0,0,0,0,0,0,0,0,0
167259,Pogonesti,0,0,0,0,0,0,0,0,0
52570,Dalboset,0,0,0,0,0,0,0,0,0
85341,Praid,6637738,28668,7096044,321057,0,0,0,431096,0
101724,Cascioarele,0,3550,0,0,0,0,0,0,0
159071,Traian Vuia,1679657,0,1241487,0,0,0,0,0,0
77153,Schela,648191,0,1027754,0,0,0,0,0,0
93539,Dragos Voda,0,0,0,0,0,0,0,0,0
109924,Oras Baia De Arama,1211563,0,6175886,0,0,0,0,0,0
167268,Ciocani,0,0,0,0,0,0,0,0,0
44391,Vadeni,8278461,0,0,0,0,0,0,0,0
60776,Oras Cernavoda,2903766,45289,2.23E+07,0,0,40974,0,0,7512084
175466,Brosteni,0,346704,2395686,0,0,0,0,0,0
150891,Valea Moldovei,0,0,805981,0,0,0,0,0,0
36202,Avrameni,3140,0,0,0,0,0,0,0,0
101742,Cernica,3.15E+07,746059,11966,0,1.43E+07,0,0,30096,0
167277,Cozmesti,0,0,0,0,0,0,0,0,0
68976,Uliesti,0,0,0,0,0,0,0,0,0
142710,Somes-Odorhei,18504,2192122,53216,0,0,0,0,0,0
167286,Dodesti,0,0,448832,0,0,0,0,0,0
11637,Peregu Mare,0,0,0,0,0,0,0,0,0
126326,Corbu,0,0,0,0,0,0,0,1956321,0
77180,Slobozia Conachi,699221,70494,234176,0,0,0,0,0,0
167295,Feresti,0,117980,0,0,0,0,0,0,0
60801,Oras Harsova,6598186,23219,0,0,6.58E+07,26348,0,2249330,0
3459,Bucium,0,0,142296,0,0,0,0,0,0
167302,Muntenii De Sus,144550,254466,0,0,0,0,0,0,0
93575,Facaeni,4886786,0,650,0,0,0,0,0,0
167311,Pochidia,93506,0,0,0,0,0,0,0,0
11664,Petris,0,0,0,0,0,0,0,0,0
44435,Victoria,0,0,0,0,0,0,0,0,0
150935,Vama,1317992,0,2.28E+07,0,0,0,0,831,0
175509,Chiojdeni,0,0,0,0,0,0,0,0,0
167320,Puscasi,0,8295,0,0,0,0,0,0,0
134559,Poienarii Burchii,0,0,397319,0,0,0,0,0,0
93600,Gheorghe Doja,184858,207900,0,0,0,0,0,0,0
159142,Uivar,506556,526225,0,0,0,0,0,0,0
85412,Remetea,1.27E+07,0,3312009,0,0,0,0,0,301245
77224,Smardan,2.66E+07,0,1.21E+07,0,0,0,0,0,0
52650,Doclin,110319,0,2041049,0,0,0,0,0,0
28077,Cabesti,0,1115654,55927,0,0,0,0,0,0
101804,Chirnogi,0,0,48494,0,0,154720,0,0,0
126380,Coteana,0,0,0,0,0,0,0,0,0
44462,Visani,227917,0,0,0,0,0,0,0,0
60847,Municipiul Medgidia,2.40E+07,3063936,2387058,0,0,5242369,128782,1470143,5768741
142774,Surduc,0,0,67069,0,0,0,0,1.22E+07,0
93628,Gheorghe Lazar,2.64E+07,0,0,0,0,0,0,0,0
101822,Chiselet,19311,0,0,0,0,0,0,0,0
118209,Mica,0,0,0,0,0,0,0,0,0
69063,Valea Lunga,0,0,0,0,0,0,0,0,0
150980,Vatra Moldovitei,323,0,1.23E+07,0,0,0,0,0,0
126406,Crampoia,0,9743540,0,0,0,0,0,0,0
110027,Obarsia-Closani,0,0,25236,0,0,0,0,0,0
36300,Baluseni,167471,0,1206836,0,0,0,0,0,0
77260,Smulti,0,0,0,0,0,0,0,0,0
93646,Giurgeni,0,0,1783,0,0,0,0,0,0
101840,Ciocanesti,0,0,0,0,0,0,153011,0,0
60883,Adamclisi,0,0,0,0,0,0,0,0,0
11735,Pilu,0,0,0,0,0,0,0,0,0
52696,Dognecea,0,0,0,0,0,0,0,0,0
