Siruta,Localitate,Cifra de afaceri
86810,Municipiul Hunedoara,687615035.0
152350,Calinesti,20792.0
119590,Solovastru,25267861.0
37672,Hiliseu-Horia,0.0
54056,Slatina-Timis,1282576.0
62253,Mihai Viteazu,0.0
168755,Boisoara,99982.0
176944,Nereju,20542462.0
160564,Izvoarele,0.0
111417,Corlatel,0.0
4927,Ighiu,38687280.0
45888,Canesti,80820.0
144198,Biertan,7947.0
127812,Oboga,82784.0
103238,Ghimpati,2006707.0
62280,Mircea Voda,5455475.0
119625,Stanceni,145621.0
78668,Arcani,0.0
29519,Hidiselu De Sus,4076560.0
95060,Municipiul Iasi,2570836461.0
111444,Cujmir,0.0
168791,Budesti,46913313.0
21338,Beresti-Tazlau,8905747.0
54109,Socol,0.0
152412,Calmatuiu,26589.0
86883,Ghelari,371470.0
37734,Hlipiceni,0.0
70502,Oras Segarcea,5523338.0
177003,Nistoresti,1978863.0
144232,Barghis,813276.0
160617,Jijila,814837.0
119661,Suplac,0.0
13169,Municipiul Pitesti,1857054599.0
95088,Barnova,10295639.0
103283,Garbovi,0.0
127858,Oporelu,0.0
4981,Intregalde,0.0
78711,Baia De Fier,13461474.0
70520,Afumati,160376.0
111480,Devesel,112414.0
13187,Bascov,554350716.0
29573,Holod,40223.0
160644,Jurilovca,1267732.0
45959,Catina,0.0
37770,Hudesti,72957.0
103309,Gogosari,0.0
152467,Calmatuiu De Sus,10219.0
54163,Sopotu Nou,0.0
62360,Oras Murfatlar,13158718.0
86936,Teliucu Inferior,2850580.0
127901,Optasi-Magura,303170.0
78748,Balanesti,420944.0
70566,Almaj,12000.0
136107,Valea Doftanei,3460272.0
21418,Berzunti,112008.0
119723,Suseni,1414046.0
160680,Luncavita,115741.0
144303,Blajel,287939.0
168880,Bujoreni,8411114.0
95159,Holboca,14137483.0
152500,Cervenia,689485.0
103354,Gostinu,0.0
62397,Oras Negru Voda,174145.0
37823,Ibanesti,385263.0
111550,Darvari,376407.0
46019,Cernatesti,680796.0
127938,Orlea,0.0
136134,Varbilau,7035824.0
119750,Saulia,6008.0
103372,Gostinari,0.0
21454,Barsanesti,242534.0
86990,Municipiul Petrosani,730811432.0
177101,Paltin,3404356.0
152528,Ciolanesti,0.0
160724,Mahmudia,822784.0
37850,Leorda,0.0
13276,Bradu,1468061761.0
29662,Husasau De Tinca,0.0
144349,Brateiu,3078549.0
111587,Dumbrava,0.0
62440,Nicolae Balcescu,3409941.0
70637,Amarastii De Jos,444466.0
78828,Barbatesti,1444686.0
103407,Gradinari,1319258.0
127983,Osica De Sus,404484.0
5103,Jidvei,77280.0
13301,Oras Mioveni,20253970512.0
152564,Contesti,0.0
119803,Sincai,0.0
144376,Bradeni,0.0
54270,Teregova,12958961.0
21506,Blagesti,1729767.0
168960,Bunesti,31450.0
136198,Valcanesti,543497.0
152582,Cosmesti,0.0
95239,Rediu,2284238.0
160779,Maliuc,0.0
70673,Amarastii De Sus,0.0
87059,Municipiul Lupeni,138339948.0
103443,Gradistea,54417.0
62486,Oltina,0.0
37912,Lunca,0.0
78873,Bengesti-Ciocadia,4183666.0
144410,Bruiu,769501.0
29724,Ineu,0.0
46108,Chiliile,0.0
54305,Ticvaniu Mare,3132009.0
87077,Oras Petrila,27346772.0
152617,Crangeni,786473.0
5167,Livezile,206272.0
103470,Greaca,0.0
119858,Taureni,0.0
136241,Cocorastii Colt,705123.0
13365,Maracineni,378271720.0
128052,Perieti,54000.0
21560,Bogdanesti,16116103.0
136250,Olari,0.0
95293,Tomesti,12134071.0
160831,Mihai Bravu,2321780.0
29760,Lazuri De Beius,2692349.0
111685,Floresti,0.0
37958,Manoleasa,94436.0
70726,Apele Vii,1202897.0
62538,Ostrov,0.0
144456,Chirpar,0.0
169039,Cernisoara,100472.0
54350,Tarnova,0.0
78926,Berlesti,0.0
136269,Vadu Sapat,4306094.0
13392,Oras Stefanesti,183277965.0
136278,Batrani,222767.0
152662,Crangu,1621.0
177236,Paunesti,3243192.0
119894,Oras Ungheni,46987346.0
103513,Gruiu,31729312.0
70744,Argetoaia,320934.0
5210,Lopadea Noua,5527898.0
21597,Brusturoasa,648205.0
87139,Oras Uricani,2832107.0
46180,Chiojdu,2604297.0
128105,Oras Piatra-Olt,20634.0
177263,Poiana Cristei,0.0
160877,Mihail Kogalniceanu,14805.0
54387,Toplet,10001603.0
29813,Lazareni,788725.0
95355,Oras Harlau,7632255.0
144508,Carta,5623698.0
87175,Municipiul Vulcan,8810410.0
54412,Turnu Ruieni,974266.0
160911,Murighiol,0.0
103568,Gurbanesti,0.0
62609,Pantelimon,129996.0
144535,Cartisoara,0.0
152724,Didesti,390708.0
79004,Balteni,707826.0
169119,Caineni,236568.0
95391,Municipiul Pascani,596393122.0
21668,Buhoci,4402187.0
111783,Garla Mare,2644623.0
119974,Valea Larga,15396.0
46251,Cilibia,41350.0
144553,Darlos,2535453.0
38063,Mihai Eminescu,16693039.0
13490,Municipiul Campulung,250184678.0
87219,Oras Aninoasa,3219792.0
128178,Parscoveni,0.0
152760,Dobrotesti,1257775.0
5309,Lunca Muresului,836617.0
177352,Pufesti,4106345.0
111818,Godeanu,0.0
29902,Lugasu De Jos,4191262.0
87246,Banita,0.0
62672,Pecineaga,604267.0
13524,Valea Mare Pravat,952446.0
54485,Valiug,82935.0
144599,Gura Raului,1025325.0
103639,Hotarele,0.0
5336,Lupsa,1053910.0
21720,Casin,9624397.0
128221,Plesoiu,31177.0
169182,Copaceni,0.0
70879,Oras Bechet,79163.0
152797,Dracsenei,0.0
160993,Nalbant,481632.0
54500,Varadia,0.0
79077,Bolbosi,0.0
144615,Hoghilag,82399.0
46313,Cislau,4367565.0
95471,Oras Targu Frumos,14305131.0
70897,Bistret,0.0
62707,Pestera,0.0
111863,Gogosu,484622.0
87291,Municipiul Brad,134791794.0
29948,Lunca,14350821.0
21757,Caiuti,99824.0
177405,Racoasa,300.0
54537,Vermes,0.0
144651,Iacobeni,16102.0
161035,Niculitel,344441.0
95499,Ion Neculce,0.0
103693,Iepuresti,67386.0
120076,Vargata,1809964.0
38161,Mihaileni,19223.0
70940,Barca,0.0
161053,Nufaru,55878.0
136483,Municipiul Satu Mare,1324118124.0
152868,Draganesti De Vede,0.0
169253,Costesti,507707.0
46377,Cochirleanca,201637.0
62761,Poarta Alba,1948188.0
128301,Poboru,0.0
54573,Vrani,0.0
111916,Greci,166299.0
79157,Borascu,383082.0
13622,Municipiul Curtea De Arges,954385403.0
70968,Botosesti-Paia,0.0
30014,Madaras,12888341.0
177469,Reghiu,0.0
87362,Criscior,2706257.0
152902,Draganesti-Vlasca,2942462.0
70986,Brabova,0.0
120138,Vatava,2800769.0
144713,Jina,407762.0
136526,Municipiul Carei,377591949.0
62798,Rasova,0.0
161106,Ostrov,212261.0
103764,Ileana,230600.0
169306,Creteni,6932997.0
54617,Zavoi,469409.0
144731,Laslea,124864.0
21855,Cleja,1116869.0
38241,Mihalaseni,0.0
13668,Oras Costesti,167996344.0
46439,Colti,0.0
62823,Saraiu,54446.0
136553,Capleni,3639775.0
120174,Vetca,0.0
161133,Pardina,0.0
111989,Grozesti,0.0
30069,Magesti,9569038.0
152948,Furculesti,0.0
128374,Oras Potcoava,5336115.0
95612,Alexandru I. Cuza,0.0
161151,Peceneaga,0.0
87424,Oras Calan,19792373.0
21891,Colonesti,0.0
79237,Branesti,11556.0
169351,Daesti,26058243.0
71055,Bradesti,7560.0
46484,Costesti,24789468.0
136599,Oras Negresti-Oas,69036639.0
177557,Ruginesti,212552.0
144795,Loamnes,466282.0
161179,Sarichioi,43708.0
120218,Viisoara,0.0
62878,Sacele,51065.0
112030,Gruia,0.0
152993,Frumoasa,0.0
54699,Zorlentu Mare,254513.0
38321,Mileanca,0.0
95667,Andrieseni,500.0
128436,Priseaca,15218410.0
62903,Seimeni,263722.0
103862,Ion Roata,104202.0
13757,Oras Topoloveni,133355946.0
169404,Danicei,425000.0
120254,Vanatori,9481201.0
136642,Oras Tasnad,78531510.0
153026,Galateni,0.0
177600,Sihlea,666850.0
30149,Nojorid,29046018.0
5577,Metes,289406.0
79308,Oras Bumbesti-Jiu,12896470.0
112076,Hinova,183670.0
161231,Sfantu Gheorghe,0.0
21971,Corbasca,0.0
71126,Bralostita,203647.0
128472,Radomiresti,5390.0
46554,Cozieni,0.0
103899,Izvoarele,3358.0
144866,Ludos,0.0
153062,Gratia,0.0
62949,Silistea,0.0
38376,Mitoc,0.0
161259,Slava Cercheza,0.0
177655,Slobozia Bradului,112393.0
13819,Albestii De Arges,9266274.0
120316,Voivodeni,68480.0
144893,Marpod,206344.0
112129,Husnicioara,0.0
95747,Aroneanu,382165.0
79362,Bumbesti-Pitic,0.0
161286,Smardan,4277279.0
62985,Targusor,0.0
136713,Acas,4000.0
128524,Redea,1383811.0
153106,Izvoarele,2436.0
161302,Somova,30131208.0
30229,Olcea,0.0
120343,Zagar,0.0
87576,Oras Hateg,27396211.0
103960,Jilavele,62006.0
71199,Bratovoesti,0.0
144928,Oras Miercurea Sibiului,129054205.0
153124,Lisa,0.0
22059,Cotofanesti,6760.0
79406,Bustuchin,0.0
95792,Baltati,0.0
128560,Rotunda,3482719.0
120370,Zau De Campie,17050.0
38456,Nicseni,0.0
103997,Joita,401760.0
177726,Slobozia Ciorasti,4900.0
153151,Lunca,36000.0
30274,Osorhei,78600013.0
136768,Andrid,0.0
13891,Albestii De Muscel,0.0
5700,Mihalt,119788.0
63045,Topalu,256287.0
144964,Merghindeal,0.0
161348,Stejaru,2835446.0
169547,Dragoesti,0.0
128588,Rusanesti,5058521.0
87638,Municipiul Orastie,159304296.0
38492,Paltinis,1806287.0
71260,Breasta,3815.0
144991,Micasasa,336257.0
22111,Damienesti,0.0
63072,Topraisar,1197252.0
136802,Apa,0.0
177762,Soveja,143692.0
128613,Scarisoara,800707.0
161384,Topolog,539757.0
169583,Fauresti,0.0
104047,Letca Noua,0.0
13935,Albota,24694190.0
87665,Oras Simeria,58278266.0
112245,Eselnita,330161.0
153204,Mavrodin,1607534.0
5755,Miraslau,4102734.0
30336,Pietroasa,1505044.0
95872,Belcesti,913832.0
177799,Straoane,227584.0
112263,Ilovat,0.0
79497,Capreni,82735.0
38544,Pomarla,0.0
145042,Mihaileni,0.0
104083,Luica,4240.0
128659,Schitu,37876.0
136848,Oras Ardud,58480679.0
63125,Valu Lui Traian,2108644.0
22166,Oras Darmanesti,19034344.0
153240,Magura,0.0
120478,Chibed,20212659.0
120487,Corunca,26931099.0
71340,Bulzesti,67863.0
13999,Aninoasa,5518599.0
63152,Lumina,107279967.0
177842,Suraia,13482172.0
46769,Galbinasi,855112.0
120496,Sarateni,0.0
38580,Prajeni,0.0
104118,Mihai Bravu,0.0
120502,Madaras,0.0
63161,Dumbraveni,0.0
161464,Turcoaia,0.0
120511,Bereni,297602.0
54975,Municipiul Cluj-Napoca,4117054974.0
153277,Maldaeni,0.0
87745,Baia De Cris,20405851.0
5826,Mogos,0.0
63170,Vulturu,3557448.0
95943,Bivolari,12000.0
128711,Oras Scornicesti,109340560.0
161482,Valea Nucarilor,6094131.0
104136,Oras Mihailesti,36903890.0
153295,Mereni,0.0
112334,Ilovita,403303.0
30416,Pocola,128211.0
145104,Mosna,1330590.0
46803,Gheraseni,20668.0
169681,Fartatesti,5126266.0
63189,Tortoman,155668.0
136919,Batarci,381191.0
177879,Tanasoaia,0.0
22237,Dealu Morii,0.0
63198,Amzacea,102355.0
55008,Municipiul Dej,452396678.0
79585,Catunele,11803.0
14049,Arefu,216599.0
38633,Radauti-Prut,0.0
46830,Ghergheasa,0.0
112370,Isverna,572717.0
104181,Manastirea,0.0
145140,Nocrich,5502710.0
161525,I.c.bratianu,0.0
153339,Marzanesti,1450034.0
96003,Ungheni,2193.0
14085,Babana,1032517.0
161543,Vacareni,0.0
30470,Pomezeu,1307895.0
136964,Beltiug,1095162.0
161552,Bestepe,7967.0
46867,Glodeanu Sarat,1480466.0
55062,Cuzdrioara,659520.0
38679,Rauseni,0.0
161561,Valea Teilor,1200613.0
71457,Calopar,0.0
104225,Marsa,0.0
87843,Balsa,0.0
79656,Ciuperceni,0.0
153384,Mosteni,0.0
63278,Horia,0.0
145202,Orlat,1605064.0
104243,Moara Vlasiei,6139636.0
63286,Costinesti,92670.0
153400,Nasturelu,0.0
96058,Braesti,0.0
46910,Glodeanu-Silistea,80475.0
63294,Baraganu,214321.0
177986,Tataranu,16485.0
55106,Jichisu De Jos,8314457.0
63300,Cuza Voda,2020.0
145220,Pauca,0.0
137032,Berveni,2088966.0
38731,Ripiceni,473716.0
104270,Movilita,1483367.0
112469,Izvoru Barzii,1566291.0
14165,Baiculesti,52723616.0
63318,Saligny,296250.0
63326,Gradina,0.0
71518,Caraula,27000.0
153437,Necsesti,0.0
128864,Seaca,43273.0
63334,Fantanele,0.0
30568,Popesti,10691379.0
22380,Dofteana,17341969.0
96110,Butea,110659.0
137069,Bixad,3469187.0
71536,Carpen,0.0
128882,Samburesti,0.0
55160,Mica,1079557.0
79736,Calnic,6346985.0
145275,Poiana Sibiului,0.0
178046,Tamboesti,1083237.0
104323,Nana,0.0
153473,Olteni,19802844.0
137103,Barsau,1107220.0
145293,Porumbacu De Jos,4856994.0
96147,Ceplenita,0.0
104341,Nicolae Balcescu,0.0
71572,Castranova,37704.0
120726,Municipiul Piatra-Neamt,384686625.0
38811,Roma,0.0
47006,Grebanu,9051513.0
6048,Noslac,1077125.0
153507,Orbeasca,626124.0
63394,Municipiul Sfantu Gheorghe,691028923.0
112548,Jiana,53162.0
137130,Bogdand,0.0
169896,Francesti,0.0
71607,Calarasi,0.0
30648,Rabagani,689450.0
22460,Faraoani,2140668.0
87996,Baru,1658879.0
14272,Balilesti,798136.0
38848,Romanesti,2391112.0
96192,Ciortesti,300454.0
104387,Niculesti,0.0
120771,Dumbrava Rosie,344426906.0
128962,Spineni,12700.0
153543,Peretu,0.0
178117,Tulnici,4089674.0
145355,Racovita,6000.0
71634,Celaru,477828.0
63447,Oras Baraolt,346629193.0
22488,Filipeni,0.0
112600,Livezile,16024.0
55259,Municipiul Turda,101832856.0
79834,Crasna,935180.0
153561,Piatra,2085780.0
137185,Botiz,584491125.0
104421,Nuci,133891.0
145382,Rau Sadului,1381791.0
6119,Ocolis,284948.0
47079,Gura Teghii,416413.0
38893,Santa Mare,3100.0
55277,Mihai Viteazu,92973411.0
88047,Bacia,538482.0
153589,Pietrosani,0.0
120824,Savinesti,575138771.0
30719,Remetea,4536223.0
96254,Ciurea,12158224.0
161794,Municipiul Barlad,343815799.0
145408,Rosia,4595894.0
178180,Tifesti,9791604.0
153605,Plosca,11224015.0
169994,Galicea,2869.0
55311,Sandulesti,0.0
137229,Calinesti-Oas,621580.0
14352,Beleti-Negresti,297622.0
129040,Sprancenata,0.0
71698,Cerat,590975.0
6164,Ohaba,0.0
153623,Plopii-Slavitesti,921799.0
112664,Malovat,0.0
88092,Baita,1821074.0
120860,Municipiul Roman,886406667.0
104485,Ogrezeni,71424.0
63526,Oras Covasna,26980518.0
161829,Municipiul Husi,211632230.0
71723,Cernatesti,0.0
22576,Filipesti,6524147.0
30773,Rieni,69317540.0
47159,Largu,576651.0
137274,Camarzana,32647.0
120888,Cordun,12560297.0
55357,Municipiul Campia Turzii,269662283.0
79932,Cruset,0.0
145471,Sadu,5101218.0
63553,Comandau,525931.0
161856,Oras Negresti,6582137.0
14405,Berevoesti,63361764.0
38982,Suharau,605041.0
104519,Oinacu,112374.0
129095,Stoenesti,91438.0
6217,Pianu,2883319.0
137292,Cauas,0.0
96334,Coarnele Caprei,0.0
47186,Lopatari,2465524.0
129111,Stoicanesti,1635238.0
55384,Municipiul Gherla,383956618.0
145499,Oras Saliste,14320514.0
120922,Horia,802803.0
63580,Oras Intorsura Buzaului,18193686.0
153696,Poeni,4377.0
104546,Peris,1197438.0
178279,Urechesti,899656.0
112744,Obarsia De Camp,0.0
71787,Cetate,0.0
14450,Barla,0.0
129139,Strejesti,0.0
96370,Comarna,74830.0
170097,Ghioroiu,0.0
30844,Rosia,535591.0
6271,Poiana Vadului,0.0
112771,Oprisor,0.0
71812,Cioroiasi,0.0
104582,Petrachioaia,20177414.0
22665,Gaiceana,0.0
120968,Oras Bicaz,29265719.0
39051,Sulita,2832687.0
178313,Valea Sarii,1961111.0
63633,Barcani,17347386.0
137363,Cehal,0.0
55446,Oras Huedin,15448622.0
30871,Sacadat,60167352.0
88216,Batrana,0.0
161945,Municipiul Vaslui,483798132.0
129184,Studina,0.0
96423,Costuleni,704171.0
112806,Padina,0.0
80043,Danciulesti,57828.0
55473,Aghiresu,6013528.0
153776,Vitanesti,2514167.0
71858,Ciupercenii Noi,0.0
104635,Plataresti,682662.0
170168,Glavile,5992.0
137407,Certeze,8072012.0
22718,Ghimes-Faget,14788422.0
145603,Slimnic,0.0
30915,Oras Sacueni,18893069.0
47300,Luciu,244911.0
88261,Beriu,11560442.0
63688,Sita Buzaului,13123778.0
178377,Vidra,14326151.0
71885,Cosoveni,3298439.0
39122,Sendriceni,0.0
162014,Albesti,1317093.0
121055,Oras Targu Neamt,67947574.0
96478,Cotnari,126254673.0
129246,Serbanesti,3772554.0
137443,Craidorolt,9359.0
71910,Cotofenii Din Dos,44179.0
153829,Putineiu,889646.0
47337,Magura,0.0
104680,Prundu,962492.0
112879,Patulele,0.0
170220,Golesti,38879.0
14584,Bogati,0.0
80123,Danesti,0.0
63740,Municipiul Targu Secuiesc,260654577.0
6397,Ponor,0.0
22781,Garleni,581224.0
39168,Oras Stefanesti,18966.0
145667,Seica Mare,562530.0
129282,Stefan Cel Mare,2696304.0
112904,Dubova,0.0
104715,Putineiu,77765.0
153865,Radoiesti,0.0
30988,Salacea,4870336.0
47373,Maracineni,27641634.0
71956,Daneti,375272.0
121108,Agapia,1136450.0
162069,Alexandru Vlahuta,15161.0
88350,Blajeni,0.0
63777,Aita Mare,2784908.0
137504,Crucisor,1471211.0
31011,Salard,4121396.0
129317,Tatulesti,888661.0
178475,Vintileasca,48634.0
55598,Aiton,0.0
104751,Radovanu,100537.0
22834,Glavanesti,100295.0
39220,Stiubieni,0.0
153909,Rasmiresti,0.0
47417,Margaritesti,0.0
63802,Batani,9567844.0
112959,Podeni,0.0
121153,Bahna,0.0
6468,Posaga,124344.0
72007,Oras Dabuleni,1894617.0
137540,Culciu,65411662.0
55623,Alunis,0.0
145738,Seica Mica,4418205.0
96593,Cozmesti,128348.0
14673,Boteni,505378.0
31057,Sambata,1121311.0
153936,Salcia,128358.0
104788,Rasuceni,2726420.0
47453,Merei,7243057.0
39266,Todireni,1080456.0
112995,Ponoarele,156255.0
72034,Desa,176083.0
129380,Teslui,0.0
145765,Sura Mare,6493208.0
162149,Arsura,4397.0
170346,Gradistea,0.0
22898,Helegiu,2621842.0
178545,Vizantea-Livezi,43131.0
72052,Diosti,0.0
153972,Saceni,0.0
80249,Dragotesti,10140.0
63866,Belin,0.0
96637,Cristesti,0.0
104831,Roata De Jos,1724768.0
88449,Bosorod,3453072.0
145792,Sura Mica,309978762.0
14726,Botesti,0.0
55687,Apahida,609957690.0
137611,Doba,834446.0
162194,Banca,6532.0
6547,Radesti,386629.0
63893,Bodoc,5208117.0
31128,Sarbi,3217007.0
96664,Cucuteni,0.0
121242,Baltatesti,17927337.0
80285,Farcasesti,5851068.0
22941,Horgesti,0.0
154013,Scrioastea,56472.0
39328,Trusesti,665205.0
14753,Bradulet,9857987.0
145827,Oras Talmaciu,378001853.0
72098,Dobresti,585424.0
178607,Vanatori,24679262.0
129460,Tia Mare,88219.0
104886,Sarulesti,4598.0
6592,Rametea,5111044.0
63937,Borosneu Mare,1660.0
137675,Dorolt,315698.0
96717,Dagata,0.0
170444,Gusoeni,0.0
121297,Bicaz-Chei,81233485.0
154068,Scurtu Mare,0.0
72150,Dragotesti,1749545.0
47578,Mihailesti,31776.0
129503,Topana,0.0
39391,Tudora,0.0
55776,Aschileu,664381.0
6627,Ramet,4000.0
88546,Branisca,0.0
31208,Spinus,1338057.0
80365,Glogova,347327.0
145907,Tilisca,0.0
39417,Ungureni,0.0
121340,Bicazu Ardelean,3571177.0
113153,Poroina Mare,0.0
137728,Foieni,97676020.0
14851,Budeasa,48491814.0
178689,Vartescoiu,2705501.0
64005,Brates,4464626.0
23047,Huruiesti,777251.0
145934,Turnu Rosu,2932774.0
47630,Manzalesti,0.0
104975,Schitu,0.0
137746,Gherta Mica,32659.0
170514,Ionesti,257963.0
162327,Bacani,2970695.0
154139,Seaca,0.0
72221,Dranic,98309.0
31262,Suplacu De Barcau,321556.0
55838,Baciu,49291983.0
129567,Traian,0.0
137764,Halmeu,464182.0
64041,Bradut,18011214.0
80427,Godinesti,0.0
121386,Bira,41296.0
145961,Valea Viilor,5574824.0
96815,Deleni,0.0
129585,Tufeni,0.0
154166,Sfintesti,1178085.0
113206,Pristol,0.0
178750,Vrancioaia,0.0
105026,Sinesti,5640928.0
88644,Bretea Romana,351647.0
14922,Bughea De Jos,329893.0
154184,Segarcea-Vale,0.0
145998,Vurpar,311112.0
162381,Bacesti,47284.0
113233,Prunisor,0.0
72276,Farcas,0.0
23127,Izvoru Berheciului,0.0
14940,Buzoesti,4545717.0
129629,Urzica,87879.0
146012,Alma,293066.0
64096,Bretcu,5057708.0
31333,Simian,126517.0
146021,Boita,21380.0
6761,Rosia Montana,1090648.0
39532,Unteni,0.0
55918,Baisoara,150789.0
137844,Hodod,1117713.0
154228,Silistea,49254.0
170612,Lalosu,13285.0
96888,Dobrovat,0.0
129656,Valea Mare,180765.0
80506,Hurezani,44618.0
121466,Bargauani,105827.0
64130,Catalina,1471493.0
178821,Vulturu,1742224.0
96904,Dolhesti,0.0
31379,Sinteu,0.0
105106,Singureni,0.0
162452,Balteni,0.0
47774,Movila Banului,1529595.0
23207,Lipova,0.0
154282,Silistea-Gumesti,0.0
137899,Homoroade,0.0
96940,Dumesti,22765.0
80560,Ionesti,896619.0
105142,Slobozia Moara,126565.0
129718,Vadastra,0.0
39612,Vaculesti,0.0
31422,Soimi,0.0
72383,Galicea Mare,0.0
170685,Ladesti,0.0
162498,Berezeni,475436.0
64194,Cernat,170149.0
154308,Sarbeni,0.0
178885,Negrilesti,0.0
105160,Snagov,62069543.0
47818,Murgesti,0.0
178894,Ploscuteni,0.0
56014,Belis,802773.0
129745,Vadastrita,0.0
88788,Buces,1595529.0
178901,Popesti,216954.0
15064,Caldararu,1000.0
72409,Ghercesti,29645131.0
178910,Paulesti,394718.0
129763,Valeni,203665.0
80613,Jupanesti,0.0
39658,Viisoara,0.0
137960,Lazuri,120234.0
154344,Slobozia Mandra,0.0
47854,Naeni,4829877.0
64238,Chichis,141457.0
97009,Erbiceni,66048.0
113395,Punghina,0.0
178929,Biliesti,416103.0
178938,Gologanu,122732.0
23289,Livezi,983925.0
162559,Blagesti,0.0
178947,Obrejita,0.0
15108,Calinesti,91958878.0
121607,Bodesti,212563.0
105222,Sohatu,0.0
64265,Dobarlau,0.0
39694,Varfu Campului,0.0
72463,Gighera,106943.0
154380,Smardioasa,27752.0
178956,Rastoaca,1408842.0
6930,Rosia De Secas,489022.0
31510,Suncuius,28420473.0
178965,Spulber,87724.0
129816,Verguleasa,0.0
56096,Bobalna,242.0
162595,Bogdana,0.0
80677,Lelesti,221799.0
88868,Bucuresci,87798.0
97063,Focuri,127288.0
105259,Spantov,0.0
170792,Lapusata,90298.0
47916,Oras Nehoiu,91510840.0
154415,Stejaru,240468.0
121652,Borca,35883669.0
138039,Oras Livada,7442314.0
23350,Luizi-Calugara,617112.0
39738,Vladeni,472264.0
72506,Giubega,456916.0
113466,Rogova,0.0
64318,Ghelinta,18462058.0
6976,Salciua,1069738.0
97090,Golaiesti,113440.0
80711,Licurici,0.0
31565,Tarcea,471275.0
105295,Stanesti,0.0
72533,Giurgita,0.0
113493,Salcia,67069.0
146263,Municipiul Suceava,615465475.0
64345,Ghidfalau,5949430.0
88920,Bulzestii De Sus,0.0
23387,Magiresti,535989.0
154460,Suhaia,0.0
138084,Mediesu Aurit,63542872.0
129898,Visina,37869.0
146281,Ipotesti,5526867.0
113518,Stangaceaua,0.0
39792,Vlasinesti,42961908.0
31609,Tarcaia,2811337.0
170872,Livezi,0.0
129914,Vitomiresti,238814.0
80766,Logresti,0.0
15233,Cateasca,54806448.0
72579,Gangiova,0.0
154497,Storobaneasa,646110.0
7044,Salistea,326638.0
105348,Stoenesti,0.0
121732,Borlesti,537833.0
64390,Haghig,0.0
162693,Bogdanesti,0.0
56210,Bontida,80643777.0
48021,Odaile,0.0
146325,Mitocu Dragomirnei,5355564.0
23449,Manastirea Casin,1655704.0
154521,Talpa,0.0
39836,Vorniceni,16081.0
72604,Gogosu,0.0
97189,Gorban,5781.0
31654,Tauteu,798097.0
105384,Soldanu,186118.0
64425,Ilieni,16088616.0
138164,Micula,1038146.0
7099,Sasciori,51977807.0
179132,Municipiul Bucuresti,57814233194.0
39872,Vorona,2196856.0
146370,Oras Salcea,3300746.0
72640,Goicea,649881.0
129987,Valcele,0.0
89026,Bunila,0.0
121796,Botesti,225943.0
23494,Motoseni,215650.0
113607,Svinita,536695.0
56265,Borsa,0.0
105419,Stefanestii De Jos,129002635.0
170952,Lungesti,44259.0
64461,Lemnia,47585598.0
80846,Matasari,1016916.0
15313,Cepari,0.0
97241,Grajduri,0.0
113625,Sisesti,0.0
154585,Tatarastii De Jos,7894463.0
138208,Moftin,141584.0
31716,Tileagd,15431880.0
72677,Goiesti,0.0
162791,Bogdanita,0.0
130026,Vladila,-34611.0
105455,Tamadau Mare,0.0
64504,Malnas,36340.0
89080,Burjuc,0.0
146432,Scheia,144235200.0
39942,Lozna,370266.0
56327,Buza,0.0
48138,Padina,233305.0
80908,Musetesti,6837043.0
130062,Voineasa,0.0
171021,Malaia,3023754.0
121876,Bozieni,44900.0
39959,Dimacheni,0.0
179221,Oras Bragadiru,273870336.0
7197,Scarisoara,0.0
39967,Candesti,142941.0
56354,Caianu,0.0
113698,Sovarna,0.0
48165,Pardosi,0.0
39975,Cosula,0.0
97321,Gropnita,721760.0
15402,Cetateni,2597925.0
138280,Odoreu,27678264.0
154665,Tatarastii De Sus,0.0
31789,Tinca,20345682.0
39983,Blandesti,0.0
179249,Chiajna,19919396.0
162871,Botesti,0.0
64568,Moacsa,0.0
171067,Mateesti,7127240.0
89151,Cerbal,116764.0
105534,Tartasesti,38391993.0
146502,Municipiul Campulung Moldovenesc,94509476.0
113732,Tamna,2452.0
130124,Vulpeni,197824.0
121938,Brusturi,8206117.0
80980,Negomir,0.0
154709,Toporu,0.0
179285,Oras Chitila,179562512.0
15448,Cicanesti,0.0
64602,Ojdula,5357268.0
23644,Negri,0.0
171101,Maciuca,0.0
31841,Tulca,348324.0
40035,Adaseni,0.0
48227,Panatau,23433555.0
105570,Tunari,299244724.0
56425,Calarasi,57848.0
146539,Municipiul Falticeni,119104063.0
179310,Dobroesti,40687883.0
138351,Orasu Nou,14417215.0
162924,Bunesti-Averesti,4673.0
72819,Grecesti,0.0
154736,Traian,0.0
97394,Grozesti,0.0
64639,Ozun,9058208.0
154754,Trivalea-Mosteni,0.0
105605,Ulmeni,514275.0
15493,Ciofrangeni,121006.0
31878,Tetchea,1850604.0
56461,Calatele,2813525.0
179347,Glina,61267698.0
105623,Ulmi,0.0
89240,Certeju De Sus,0.0
146584,Oras Gura Humorului,86478715.0
97438,Halaucesti,446465.0
23715,Nicolae Balcescu,50954750.0
154790,Troianul,0.0
122025,Ceahlau,6457350.0
31921,Uileacu De Beius,80022.0
72882,Izvoare,0.0
7348,Sancel,361276.0
179383,Jilava,144853334.0
130231,Vulturesti,0.0
97465,Helesteni,1244493.0
113849,Vanatori,80129.0
163002,Codaesti,113323.0
138431,Paulesti,4419859.0
