Siruta,Localitate,CF/Loc
53755,Sacu,0.0
135681,Tataru,0.0
160261,Crisan,0.0
94456,Sfantu Gheorghe,0.0
127224,Grojdibodu,0.0
53513,Pojejena,0.0
45334,Blajani,0.0
94492,Stelnica,0.0
112263,Ilovat,0.0
38544,Pomarla,0.0
20607,Gura Vaii,0.0
159883,C.a. Rosetti,0.0
99441,Tansa,0.0
177879,Tanasoaia,0.0
22237,Dealu Morii,0.0
38633,Radauti-Prut,0.0
46830,Ghergheasa,0.0
104181,Manastirea,0.0
161525,I.c.bratianu,0.0
161543,Vacareni,0.0
71457,Calopar,0.0
104225,Marsa,0.0
87843,Balsa,0.0
79656,Ciuperceni,0.0
153384,Mosteni,0.0
63278,Horia,0.0
153400,Nasturelu,0.0
135244,Sangeru,0.0
36952,Cristinesti,0.0
53345,Naidas,0.0
110688,Balvanesti,0.0
159847,Beidaud,0.0
96058,Braesti,0.0
145220,Pauca,0.0
63326,Gradina,0.0
153437,Necsesti,0.0
63334,Fantanele,0.0
74875,Cotofenii Din Fata,0.0
132226,Balta Doamnei,0.0
82779,Vagiulesti,0.0
66401,Bilciuresti,0.0
38679,Rauseni,0.0
37397,George Enescu,0.0
143922,Apoldu De Jos,0.0
12849,Zerind,0.0
94768,Vlad Tepes,0.0
127536,Mihaesti,0.0
160305,Daeni,0.0
152127,Bogdana,0.0
62020,Istria,0.0
74891,Galiciuica,0.0
25745,Tatarasti,0.0
50326,Viperesti,0.0
99478,Tatarusi,0.0
94330,Salcioara,0.0
71536,Carpen,0.0
128882,Samburesti,0.0
145275,Poiana Sibiului,0.0
104323,Nana,0.0
96147,Ceplenita,0.0
104341,Nicolae Balcescu,0.0
38811,Roma,0.0
4106,Calnic,0.0
61452,Comana,0.0
94223,Perisoru,0.0
102419,Curcani,0.0
176150,Fitionesti,0.0
151585,Poieni-Solca,0.0
36907,Cristesti,0.0
148328,Dragoiesti,0.0
169896,Francesti,0.0
71607,Calarasi,0.0
104387,Niculesti,0.0
153543,Peretu,0.0
151521,Burla,0.0
110571,Bacles,0.0
53247,Maureni,0.0
126978,Falcoiu,0.0
107190,Basesti,0.0
82617,Oras Turceni,0.0
107234,Bicaz,0.0
132164,Baba Ana,0.0
160047,Ceatalchioi,0.0
45361,Boldu,0.0
169547,Dragoesti,0.0
22111,Damienesti,0.0
136802,Apa,0.0
169583,Fauresti,0.0
104047,Letca Noua,0.0
61675,Deleni,0.0
37100,Dobarceni,0.0
94795,Vladeni,0.0
127563,Milcov,0.0
95792,Baltati,0.0
70940,Barca,0.0
152868,Draganesti De Vede,0.0
110535,Balacita,0.0
135128,Salcia,0.0
36756,Corni,0.0
94125,Alexandru Odobescu,0.0
22488,Filipeni,0.0
153589,Pietrosani,0.0
137130,Bogdand,0.0
74915,Ghindeni,0.0
124073,Romani,0.0
74923,Intorsura,0.0
74931,Plesoi,0.0
94081,Movila,0.0
55311,Sandulesti,0.0
129040,Sprancenata,0.0
6164,Ohaba,0.0
112664,Malovat,0.0
71723,Cernatesti,0.0
61283,Ciocarlia,0.0
126825,Dobrun,0.0
139982,Almasu,0.0
74732,Vartop,0.0
54500,Varadia,0.0
79077,Bolbosi,0.0
70897,Bistret,0.0
62707,Pestera,0.0
54537,Vermes,0.0
95499,Ion Neculce,0.0
164687,Lipovat,0.0
118637,Papiu Ilarian,0.0
53103,Lapusnicu Mare,0.0
3958,Cetatea De Balta,0.0
74907,Ghidici,0.0
79932,Cruset,0.0
137292,Cauas,0.0
96334,Coarnele Caprei,0.0
159516,Bucovat,0.0
77601,Suhurlui,0.0
143147,Zimbor,0.0
44863,Amaru,0.0
36676,Corlateni,0.0
69447,Varfuri,0.0
61256,Ciobanu,0.0
172698,Rosiile,0.0
139937,Agrij,0.0
74411,Teslui,0.0
90805,Ribita,0.0
112744,Obarsia De Camp,0.0
71787,Cetate,0.0
52990,Gradinari,0.0
3841,Ceru-Bacainti,0.0
159491,Livezile,0.0
12037,Semlac,0.0
77579,Negrilesti,0.0
159507,Pesac,0.0
77587,Poiana,0.0
69394,Visinesti,0.0
77595,Cuza Voda,0.0
14450,Barla,0.0
129139,Strejesti,0.0
170097,Ghioroiu,0.0
110456,Balta,0.0
112771,Oprisor,0.0
71812,Cioroiasi,0.0
22665,Gaiceana,0.0
137363,Cehal,0.0
88216,Batrana,0.0
129184,Studina,0.0
36569,Copalau,0.0
143067,Zalha,0.0
52954,Goruia,0.0
3805,Cergau,0.0
159455,Saravale,0.0
77536,Vladesti,0.0
93931,Lupsanu,0.0
118511,Neaua,0.0
61167,Cerchezu,0.0
66223,Barbuletu,0.0
112806,Padina,0.0
71858,Ciupercenii Noi,0.0
145603,Slimnic,0.0
39122,Sendriceni,0.0
134853,Provita De Jos,0.0
99539,Todiresti,0.0
69330,Visina,0.0
126674,Dobretu,0.0
47337,Magura,0.0
112879,Patulele,0.0
14584,Bogati,0.0
6271,Poiana Vadului,0.0
6397,Ponor,0.0
112904,Dubova,0.0
153865,Radoiesti,0.0
88350,Blajeni,0.0
55598,Aiton,0.0
39220,Stiubieni,0.0
153909,Rasmiresti,0.0
11940,Secusigiu,0.0
159400,Ghilad,0.0
143021,Varsolt,0.0
3761,Cenade,0.0
102071,Colibasi,0.0
77561,Radesti,0.0
159428,Iecea Mare,0.0
151157,Vulturesti,0.0
52856,Forotic,0.0
126585,Daneasa,0.0
159375,Checea,0.0
93851,Lehliu,0.0
47417,Margaritesti,0.0
90725,Rachitova,0.0
66152,Branistea,0.0
112959,Podeni,0.0
121153,Bahna,0.0
11842,Savarsin,0.0
36426,Broscauti,0.0
80123,Danesti,0.0
61005,Aliman,0.0
136768,Andrid,0.0
13891,Albestii De Muscel,0.0
144964,Merghindeal,0.0
94535,Suditi,0.0
45389,Bozioru,0.0
127322,Icoana,0.0
160092,Ceamurlia De Jos,0.0
37217,Durnesti,0.0
110946,Burila Mare,0.0
168309,Amarasti,0.0
132137,Aricestii Zeletin,0.0
115771,Bichis,0.0
77402,Umbraresti,0.0
20063,Bughea De Sus,0.0
101984,Clejani,0.0
134755,Predeal-Sarari,0.0
55623,Alunis,0.0
129380,Teslui,0.0
170346,Gradistea,0.0
36373,Braesti,0.0
77509,Varlezi,0.0
72052,Diosti,0.0
153972,Saceni,0.0
63866,Belin,0.0
96637,Cristesti,0.0
14726,Botesti,0.0
96664,Cucuteni,0.0
22941,Horgesti,0.0
52721,Domasnea,0.0
11762,Plescuta,0.0
62057,Lipnita,0.0
111220,Ciresu,0.0
143995,Atel,0.0
93771,Independenta,0.0
87246,Banita,0.0
103639,Hotarele,0.0
169182,Copaceni,0.0
152797,Dracsenei,0.0
74705,Verbita,0.0
140244,Benesat,0.0
41943,Soars,0.0
99290,Scheia,0.0
164829,Malusteni,0.0
124153,Sagna,0.0
156927,Fardea,0.0
58623,Mociu,0.0
69170,Valea Mare,0.0
41541,Ormenis,0.0
96717,Dagata,0.0
170444,Gusoeni,0.0
154068,Scurtu Mare,0.0
129503,Topana,0.0
39391,Tudora,0.0
88546,Branisca,0.0
145907,Tilisca,0.0
39417,Ungureni,0.0
77260,Smulti,0.0
111818,Godeanu,0.0
60883,Adamclisi,0.0
11735,Pilu,0.0
52696,Dognecea,0.0
44505,Viziru,0.0
85467,Sacel,0.0
77288,Suceveni,0.0
28139,Capalna,0.0
113153,Poroina Mare,0.0
47630,Manzalesti,0.0
104975,Schitu,0.0
154139,Seaca,0.0
129567,Traian,0.0
80427,Godinesti,0.0
44435,Victoria,0.0
142854,Samsud,0.0
126380,Coteana,0.0
118209,Mica,0.0
69063,Valea Lunga,0.0
96815,Deleni,0.0
129585,Tufeni,0.0
113206,Pristol,0.0
178750,Vrancioaia,0.0
154184,Segarcea-Vale,0.0
113233,Prunisor,0.0
72276,Farcas,0.0
23127,Izvoru Berheciului,0.0
165130,Osesti,0.0
127750,Obarsia,0.0
161259,Slava Cercheza,0.0
112129,Husnicioara,0.0
79362,Bumbesti-Pitic,0.0
62985,Targusor,0.0
30229,Olcea,0.0
120343,Zagar,0.0
71199,Bratovoesti,0.0
153124,Lisa,0.0
79406,Bustuchin,0.0
153062,Gratia,0.0
38456,Nicseni,0.0
135850,Tinosu,0.0
103087,Gaiseni,0.0
152252,Branceni,0.0
160911,Murighiol,0.0
103568,Gurbanesti,0.0
144535,Cartisoara,0.0
128178,Parscoveni,0.0
103014,Fundeni,0.0
45673,Buda,0.0
91447,Tomesti,0.0
175509,Chiojdeni,0.0
11664,Petris,0.0
39532,Unteni,0.0
96888,Dobrovat,0.0
96904,Dolhesti,0.0
167268,Ciocani,0.0
167277,Cozmesti,0.0
68976,Uliesti,0.0
11637,Peregu Mare,0.0
31379,Sinteu,0.0
105106,Singureni,0.0
162452,Balteni,0.0
23207,Lipova,0.0
154282,Silistea-Gumesti,0.0
132379,Boldesti-Gradistea,0.0
129718,Vadastra,0.0
39612,Vaculesti,0.0
31422,Soimi,0.0
72383,Galicea Mare,0.0
170685,Ladesti,0.0
154308,Sarbeni,0.0
178885,Negrilesti,0.0
47818,Murgesti,0.0
178894,Ploscuteni,0.0
129745,Vadastrita,0.0
80613,Jupanesti,0.0
39658,Viisoara,0.0
154344,Slobozia Mandra,0.0
17726,Negrasi,0.0
44355,Unirea,0.0
77126,Scanteiesti,0.0
167240,Rafaila,0.0
142676,Sanmihaiu Almasului,0.0
167259,Pogonesti,0.0
52570,Dalboset,0.0
93539,Dragos Voda,0.0
113395,Punghina,0.0
162559,Blagesti,0.0
178947,Obrejita,0.0
105222,Sohatu,0.0
64265,Dobarlau,0.0
39694,Varfu Campului,0.0
44300,Tufesti,0.0
137899,Homoroade,0.0
68887,Selaru,0.0
36131,Albesti,0.0
167222,Ibanesti,0.0
27908,Buduslau,0.0
74224,Silistea Crucii,0.0
164339,Iana,0.0
156151,Brestovat,0.0
74242,Sopot,0.0
129816,Verguleasa,0.0
101564,Butimanu,0.0
124233,Secuieni,0.0
33729,Magura Ilvei,0.0
167231,Fruntiseni,0.0
54350,Tarnova,0.0
78926,Berlesti,0.0
103283,Garbovi,0.0
177263,Poiana Cristei,0.0
160458,Grindu,0.0
86749,Carjiti,0.0
160476,Hamcearca,0.0
127714,Nicolae Titulescu,0.0
37618,Hanesti,0.0
25932,Ungureni,0.0
157004,Foeni,0.0
116046,Chetani,0.0
126228,Colonesti,0.0
58721,Moldovenesti,0.0
132459,Calugareni,0.0
126148,Cilieni,0.0
142550,Salatig,0.0
162595,Bogdana,0.0
105259,Spantov,0.0
113466,Rogova,0.0
80711,Licurici,0.0
93325,Dichiseni,0.0
44177,Tichilesti,0.0
175260,Boghesti,0.0
105295,Stanesti,0.0
72533,Giurgita,0.0
88920,Bulzestii De Sus,0.0
113518,Stangaceaua,0.0
170872,Livezi,0.0
80766,Logresti,0.0
72579,Gangiova,0.0
175206,Balesti,0.0
19560,Ungheni,0.0
68716,Runcu,0.0
76932,Oancea,0.0
142373,Poiana Blenchii,0.0
166985,Vulturesti,0.0
105348,Stoenesti,0.0
111587,Dumbrava,0.0
162693,Bogdanesti,0.0
48021,Odaile,0.0
154521,Talpa,0.0
72604,Gogosu,0.0
29662,Husasau De Tinca,0.0
43992,Silistea,0.0
76763,Namoloasa,0.0
101341,Brezoaele,0.0
101378,Bucsani,0.0
142337,Plopis,0.0
37850,Leorda,0.0
158733,Sanpetru Mare,0.0
93209,Cocora,0.0
82396,Telesti,0.0
154460,Suhaia,0.0
57831,Geaca,0.0
49643,Tisau,0.0
129987,Valcele,0.0
89026,Bunila,0.0
56265,Borsa,0.0
15313,Cepari,0.0
97241,Grajduri,0.0
113625,Sisesti,0.0
72677,Goiesti,0.0
162791,Bogdanita,0.0
105455,Tamadau Mare,0.0
89080,Burjuc,0.0
76745,Movileni,0.0
68565,Pucheni,0.0
17771,Nucsoara,0.0
64390,Haghig,0.0
34155,Parva,0.0
50549,Unguriu,0.0
50564,Florica,0.0
66955,Cornatelu,0.0
91535,Toplita,0.0
165274,Perieni,0.0
166869,Voinesti,0.0
56327,Buza,0.0
130062,Voineasa,0.0
39959,Dimacheni,0.0
7197,Scarisoara,0.0
56354,Caianu,0.0
113698,Sovarna,0.0
48165,Pardosi,0.0
39975,Cosula,0.0
154665,Tatarastii De Sus,0.0
39983,Blandesti,0.0
74750,Varvoru De Jos,0.0
156669,Denta,0.0
173061,Slatioara,0.0
152528,Ciolanesti,0.0
25629,Strugari,0.0
164892,Miclesti,0.0
74536,Unirea,0.0
140084,Babeni,0.0
74554,Urzicuta,0.0
123709,Poienari,0.0
62949,Silistea,0.0
38376,Mitoc,0.0
61808,Garliciu,0.0
152993,Frumoasa,0.0
103372,Gostinari,0.0
151932,Crevenicu,0.0
125846,Barza,0.0
43929,Scortaru Nou,0.0
11174,Halmagel,0.0
76718,Mastacani,0.0
68529,Produlesti,0.0
125873,Bobicesti,0.0
52160,Cornereva,0.0
162871,Botesti,0.0
64568,Moacsa,0.0
74135,Seaca De Padure,0.0
98738,Romanesti,0.0
164277,Dimitrie Cantemir,0.0
74171,Secu,0.0
101243,Brazii,0.0
58794,Palatca,0.0
124331,Stanita,0.0
158608,Secas,0.0
127938,Orlea,0.0
80980,Negomir,0.0
154709,Toporu,0.0
15448,Cicanesti,0.0
23644,Negri,0.0
171101,Maciuca,0.0
40035,Adaseni,0.0
75668,Baleni,0.0
72819,Grecesti,0.0
154736,Traian,0.0
97394,Grozesti,0.0
154754,Trivalea-Mosteni,0.0
105623,Ulmi,0.0
89240,Certeju De Sus,0.0
154790,Troianul,0.0
72882,Izvoare,0.0
130231,Vulturesti,0.0
125757,Barasti,0.0
52035,Ciudanovita,0.0
68431,Poiana,0.0
98257,Movileni,0.0
52062,Copacele,0.0
76638,Jorasti,0.0
27506,Boianu Mare,0.0
42449,Sinca Noua,0.0
42456,Crizbav,0.0
165336,Poienesti,0.0
26083,Valea Seaca,0.0
166707,Viisoara,0.0
15554,Ciomagesti,0.0
56522,Camarasu,0.0
171209,Madulari,0.0
113894,Vanjulet,0.0
90066,Lelese,0.0
76558,Grivita,0.0
51984,Ciuchici,0.0
133919,Lapos,0.0
32768,Budesti,0.0
38580,Prajeni,0.0
123228,Moldoveni,0.0
16739,Izvoru,0.0
164197,Hoceni,0.0
74108,Seaca De Camp,0.0
156035,Bogda,0.0
97517,Horlesti,0.0
130286,Balteni,0.0
92872,Andrasesti,0.0
150221,Siminicea,0.0
125659,Babiciu,0.0
68324,Ocnita,0.0
62253,Mihai Viteazu,0.0
160564,Izvoarele,0.0
111417,Corlatel,0.0
103354,Gostinu,0.0
115600,Bala,0.0
172947,Scundu,0.0
62538,Ostrov,0.0
144456,Chirpar,0.0
148382,Draguseni,0.0
132011,Apostolache,0.0
156589,Curtea,0.0
140208,Banisor,0.0
92907,Balaciu,0.0
68342,Odobesti,0.0
163057,Coroiesti,0.0
72953,Lipovu,0.0
130302,Gavanesti,0.0
89348,Densus,0.0
130311,Ghimpeteni,0.0
97553,Ipatele,0.0
68253,Morteni,0.0
10916,Graniceri,0.0
43698,Racovita,0.0
27329,Balc,0.0
101056,Barcanesti,0.0
154914,Viisoara,0.0
138538,Pir,0.0
32045,Viisoara,0.0
130348,Ipotesti,0.0
105776,Valea Dragului,0.0
130357,Osica De Jos,0.0
154932,Vartoape,0.0
176551,Jitia,0.0
53675,Racasdia,0.0
160172,Chilia Veche,0.0
127411,Leleasca,0.0
86453,Tomesti,0.0
102838,Frasinet,0.0
153026,Galateni,0.0
161231,Sfantu Gheorghe,0.0
21971,Corbasca,0.0
124885,Valea Ursului,0.0
46554,Cozieni,0.0
98202,Mosna,0.0
144866,Ludos,0.0
127386,Izvoarele,0.0
17398,Mirosi,0.0
113974,Voloiac,0.0
23868,Oncesti,0.0
148970,Granicesti,0.0
91624,Totesti,0.0
116224,Cozma,0.0
42498,Augustin,0.0
4981,Intregalde,0.0
157193,Ghizela,0.0
105794,Valea Macrisului,0.0
57644,Fizesu Gherlii,0.0
74028,Salcuta,0.0
155957,Barna,0.0
74073,Scaesti,0.0
62798,Rasova,0.0
130375,Visina Noua,0.0
38241,Mihalaseni,0.0
59130,Recea-Cristur,0.0
51840,Carbunari,0.0
154978,Zambreasca,0.0
105829,Vasilati,0.0
154996,Nenciulesti,0.0
125490,Draghiceni,0.0
132645,Chiojdeanca,0.0
91688,Turdas,0.0
165416,Pogana,0.0
100923,Axintele,0.0
141884,Lozna,0.0
100852,Alexeni,0.0
76282,Foltesti,0.0
100870,Armasesti,0.0
117275,Grebenisu De Campie,0.0
68128,Mogosani,0.0
51751,Bucosnita,0.0
114060,Branistea,0.0
179604,Poienile Izei,0.0
114079,Vrata,0.0
109005,Stramtura,0.0
10701,Dieci,0.0
51662,Brebu Nou,0.0
68048,Matasaru,0.0
54109,Socol,0.0
37734,Hlipiceni,0.0
119661,Suplac,0.0
46108,Chiliile,0.0
103470,Greaca,0.0
119858,Taureni,0.0
136250,Olari,0.0
111685,Floresti,0.0
160528,Horia,0.0
37672,Hiliseu-Horia,0.0
141786,Letca,0.0
133615,Gornet-Cricov,0.0
35312,Urmenis,0.0
65645,Motaieni,0.0
105909,Vedea,0.0
172153,Perisani,0.0
163967,Gherghesti,0.0
171469,Milcoiu,0.0
155092,Beuca,0.0
174496,Titesti,0.0
174511,Lacusteni,0.0
158136,Pietroasa,0.0
174520,Mitrofani,0.0
24034,Parava,0.0
64997,Varghis,0.0
155118,Fantanele,0.0
179695,Simisna,0.0
179702,Traian,0.0
140869,Cuzaplac,0.0
91731,General Berthelot,0.0
99922,Tutora,0.0
165470,Puiesti,0.0
163324,Deleni,0.0
155136,Purani,0.0
155145,Saelele,0.0
138770,Sacaseni,0.0
155154,Uda-Clocociov,0.0
172279,Pesceana,0.0
76111,Costache Negri,0.0
82047,Slivilesti,0.0
166235,Tacuta,0.0
51546,Bolvasnita,0.0
67942,Malu Cu Flori,0.0
76139,Cuca,0.0
18741,Slobozia,0.0
133429,Gherghita,0.0
173686,Sirineasa,0.0
116340,Craiesti,0.0
34422,Silivasu De Campie,0.0
16659,Hartiesti,0.0
41248,Homorod,0.0
179739,Malu,0.0
103309,Gogosari,0.0
54163,Sopotu Nou,0.0
152564,Contesti,0.0
119803,Sincai,0.0
46439,Colti,0.0
120174,Vetca,0.0
161133,Pardina,0.0
111989,Grozesti,0.0
152948,Furculesti,0.0
95612,Alexandru I. Cuza,0.0
161151,Peceneaga,0.0
21891,Colonesti,0.0
123013,Icusesti,0.0
120218,Viisoara,0.0
112030,Gruia,0.0
173855,Tetoiu,0.0
38321,Mileanca,0.0
81754,Sacelu,0.0
144376,Bradeni,0.0
152582,Cosmesti,0.0
160779,Maliuc,0.0
70673,Amarastii De Sus,0.0
62486,Oltina,0.0
37912,Lunca,0.0
29724,Ineu,0.0
78668,Arcani,0.0
111444,Cujmir,0.0
179748,Cosoba,0.0
179766,Isvoarele,0.0
138805,Sauca,0.0
179784,Boranesti,0.0
65099,Valea Mare,0.0
65105,Mereni,0.0
97875,Mironeasa,0.0
179793,Buesti,0.0
81497,Rosia De Amaradia,0.0
76040,Cosmesti,0.0
43279,Gradistea,0.0
10514,Covasint,0.0
157969,Ohaba Lunga,0.0
149780,Partestii De Jos,0.0
141946,Marca,0.0
179800,Maia,0.0
73317,Marsani,0.0
179819,Ograda,0.0
171628,Nicolae Balcescu,0.0
65139,Micfalau,0.0
73335,Motatei,0.0
179828,Rosiori,0.0
138869,Socond,0.0
92097,Vorta,0.0
174290,Zatreni,0.0
125141,Pancesti,0.0
10453,Conop,0.0
141535,Horoatu Crasnei,0.0
125150,Gadinti,0.0
43242,Gemenele,0.0
67835,Ludesti,0.0
100549,Slobozia,0.0
100004,Victoria,0.0
157362,Jamu Mare,0.0
125132,Draganesti,0.0
166057,Stefan Cel Mare,0.0
51387,Berliste,0.0
125114,Ghindaoani,0.0
164062,Garceni,0.0
59498,Sanmartin,0.0
43117,Frecatei,0.0
108491,Remetea Chioarului,0.0
179855,Gardani,0.0
163486,Dragomiresti,0.0
90262,Martinesti,0.0
8354,Valea Lunga,0.0
73905,Rast,0.0
34770,Sieu-Odorhei,0.0
75864,Cavadinesti,0.0
9930,Beliu,0.0
116439,Cuci,0.0
10195,Bocsig,0.0
26338,Buciumi,0.0
165611,Pungesti,0.0
26346,Gioseni,0.0
75819,Buciumeni,0.0
18475,Rociu,0.0
108614,Rona De Jos,0.0
149584,Musenita,0.0
32955,Ciceu-Giurgesti,0.0
67470,Finta,0.0
179917,Rau Alb,0.0
179926,Rascaeti,0.0
147161,Botosana,0.0
179944,Runcu Salvei,0.0
122613,Faurei,0.0
73460,Negoi,0.0
81656,Samarinesti,0.0
99058,Sinesti,0.0
164598,Laza,0.0
16132,Cuca,0.0
25362,Secuieni,0.0
75766,Brahasesti,0.0
100344,Roscani,0.0
141312,Halmasd,0.0
174085,Valea Mare,0.0
165899,Solesti,0.0
104118,Mihai Bravu,0.0
48922,Racoviteni,0.0
171806,Olanu,0.0
179999,Moldoveni,0.0
139054,Terebesti,0.0
180019,Sarateni,0.0
40768,Cata,0.0
98113,Mogosesti,0.0
180037,Boghis,0.0
26353,Odobesti,0.0
18162,Popesti,0.0
34547,Spermezeu,0.0
75686,Baneasa,0.0
100273,Bals,0.0
180064,Barbulesti,0.0
98168,Mogosesti-Siret,0.0
73594,Perisor,0.0
139143,Tarsolt,0.0
108366,Oarta De Jos,0.0
124750,Tupilati,0.0
165719,Rebricea,0.0
155662,Bara,0.0
49153,Sahateni,0.0
42968,Ciocile,0.0
155591,Banloc,0.0
100148,Vladeni,0.0
10051,Barsa,0.0
42824,Baraganul,0.0
163734,Dumesti,0.0
155546,Balint,0.0
81987,Schela,0.0
49233,Sarulesti,0.0
73772,Predesti,0.0
143888,Altina,0.0
151996,Balaci,0.0
94688,Valea Ciorii,0.0
160225,Ciucurova,0.0
135654,Talea,0.0
45959,Catina,0.0
100317,Fantanele,0.0
16285,Davidesti,0.0
73665,Piscu Vechi,0.0
20670,Stefan Cel Mare,0.0
42842,Bertestii De Jos,0.0
75613,Balasesti,0.0
10104,Barzava,0.0
42771,Surdila-Greci,0.0
75542,Balabanesti,0.0
91937,Valisoara,0.0
50987,Ocna De Fier,0.0
145042,Mihaileni,0.0
168130,Oras Ocnele Mari,0.0
153240,Magura,0.0
120496,Sarateni,0.0
127858,Oporelu,0.0
130026,Vladila,-16.639903846153846
